gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TRIP11	9.95361575599553e-34	0.253246420706226	0.612	0.477	2.14161996606e-29
TATDN1	1.69131047335737e-33	-0.454638951298319	0.569	0.645	3.63902361447572e-29
POLE3	2.11842808922813e-33	-0.259111536242189	0.691	0.8	4.55800987678324e-29
DDR2	2.17231344889258e-33	0.271024378712363	0.842	0.745	4.67394961663727e-29
SLC38A1	2.61088906955322e-33	-0.304585855785287	0.432	0.562	5.61758892205071e-29
FEZ2	2.86251487594583e-33	0.268105591419286	0.626	0.491	6.15898700708505e-29
EFHD2	2.92364028364147e-33	0.281921378337629	0.507	0.369	6.29050443428298e-29
DENND2C	4.19163946090302e-33	-0.357104343103457	0.208	0.34	9.01873146407893e-29
RECQL	7.60658056676579e-33	0.261602223807099	0.671	0.539	1.63663187474533e-28
ABRACL	9.28527155655163e-33	-0.272349684486623	0.755	0.83	1.99781902810765e-28
TCOF1	1.64331550669295e-32	-0.271890051375206	0.595	0.709	3.53575764420056e-28
AAMDC	2.14523922150425e-32	0.259309820451537	0.588	0.459	4.61569670898853e-28
TUBA1C	3.99453127016065e-32	0.359183988578138	0.945	0.926	8.59463348087766e-28
UBA6	4.31356981585949e-32	0.256712053127489	0.6	0.462	9.28107681580328e-28
NFKBIA	8.30132161949115e-32	0.261752655136925	0.556	0.422	1.78611235964972e-27
RCC2	1.32225616410136e-31	-0.264660262153033	0.596	0.708	2.84496636268049e-27
HES6	1.75533582328352e-31	-0.265689075297426	0.171	0.302	3.77678055737682e-27
MCM3	1.88099777377504e-31	-0.286354262756252	0.672	0.783	4.04715481005438e-27
PDCD2	2.44388968389898e-31	-0.253987084394345	0.571	0.681	5.25827304387703e-27
IL1RAP	5.91203984583685e-31	-0.307303653727333	0.416	0.55	1.27203449323026e-26
ROBO2	6.54336897782481e-31	-0.291151044988024	0.129	0.252	1.40787126926879e-26
LBH	6.6227128781124e-31	-0.469827447400714	0.626	0.71	1.42494290285466e-26
HDDC2	1.0394894634556e-30	-0.251322549210156	0.609	0.725	2.23656552957107e-26
SOX11	1.22155099268172e-30	-0.290403216668301	0.619	0.733	2.62828911585399e-26
NEFL	2.59201161414652e-30	-0.310008461042411	0.072	0.181	5.57697218899766e-26
UPF3B	2.72060398387971e-30	-0.292205368027507	0.494	0.607	5.85365153171559e-26
PRRX2	3.10694091978778e-30	0.274929083796472	0.694	0.556	6.68489408301539e-26
NEFH	6.79266175530716e-30	-0.499652153269398	0.237	0.349	1.46150910327189e-25
YARS	8.43858017652083e-30	-0.276296090760459	0.535	0.651	1.81564491078022e-25
AKIRIN1	9.61530977680037e-30	-0.265583980047634	0.633	0.727	2.06883005157637e-25
TFDP2	1.12506235585357e-29	-0.279703040906202	0.437	0.555	2.42068416485455e-25
FAM217B	1.47711993826895e-29	-0.256403330106921	0.274	0.412	3.17817125917948e-25
H1FX	3.16788551838993e-29	-0.25356252497412	0.712	0.8	6.81602248136778e-25
SEPT6	3.2594705533938e-29	-0.300300241734063	0.341	0.473	7.01307684268211e-25
CFL2	3.93896324040593e-29	0.254511926552885	0.656	0.541	8.47507330805741e-25
TMSB15A	5.16762638360446e-29	-0.320303993175312	0.448	0.565	1.11186649269633e-24
TXNIP	5.88827496976524e-29	-0.271477857248535	0.113	0.228	1.26692124249469e-24
ATP5MC1	6.35263513468771e-29	-0.259013979262574	0.955	0.973	1.36683297557941e-24
MTREX	1.10490932555725e-28	-0.26195105270662	0.509	0.616	2.37732290486897e-24
CES1	1.24767759750813e-28	-0.336437215611463	0.185	0.315	2.68450311879849e-24
NARS	2.43543707072724e-28	-0.266113693428617	0.84	0.898	5.24008640137673e-24
ADD3	2.64449193549763e-28	0.25289692169907	0.642	0.528	5.68988884841671e-24
JPX	3.66588167345727e-28	-0.251187003423428	0.522	0.641	7.88751100861066e-24
GMPS	6.87107920461443e-28	-0.27400803182803	0.588	0.676	1.47838140166484e-23
RPA2	7.40844481947957e-28	-0.27667907432278	0.46	0.576	1.59400098735923e-23
BCL7A	1.10005549948678e-27	-0.259203046431105	0.376	0.499	2.36687941269575e-23
RNF212	3.03323259274072e-27	-0.261108268589679	0.062	0.158	6.52630324654092e-23
DLG2	9.91324435125709e-27	-0.29329716776234	0.289	0.405	2.13293365461647e-22
LTA4H	1.2560457707097e-26	-0.286632140712836	0.472	0.572	2.70250808025899e-22
LIMD2	1.64665026459492e-26	-0.273713162373705	0.493	0.595	3.54293270930243e-22
ASNS	1.69728404936257e-26	-0.556644576272498	0.255	0.36	3.65187636060852e-22
RAMP1	3.13888712562605e-26	0.394289408666286	0.654	0.601	6.75362953949701e-22
SYNE2	3.38569526783459e-26	0.268418340975732	0.641	0.521	7.28466193827291e-22
KCNE3	3.50114307910193e-26	-0.257487952910983	0.227	0.353	7.53305944899572e-22
APOE	3.9141032516234e-26	0.350000129202861	0.439	0.319	8.42158455619292e-22
SLC7A5	5.74244810261462e-26	-0.276957854011993	0.445	0.577	1.23554513375856e-21
MSH6	3.82320590792422e-25	-0.280936701944648	0.515	0.62	8.22600983148976e-21
CLSTN2	3.98771883684495e-25	-0.264009627325038	0.323	0.443	8.57997584935558e-21
SNHG25	6.97934041086256e-25	-0.261858866852758	0.283	0.399	1.50167488280119e-20
MAPT	1.34762033119433e-24	-0.299046094975491	0.514	0.61	2.89953990459772e-20
SYCP1	1.42148277777069e-24	-0.304679717080717	0.038	0.119	3.05846234465141e-20
MRPL13	8.15302800757378e-24	-0.45332928204652	0.72	0.753	1.75420550610958e-19
RUNX3	1.16767995561164e-23	-0.317877874131465	0.206	0.314	2.512380192494e-19
ASS1	1.52395160846315e-23	-0.265496291834737	0.082	0.173	3.27893428076932e-19
CDKN3	2.05709753305634e-23	0.403198898641681	0.643	0.566	4.42605105212403e-19
ENY2	6.85158305874772e-23	-0.251558530210533	0.965	0.969	1.47418661092016e-18
EZH2	9.03541741879293e-23	-0.272970716190813	0.686	0.749	1.94406041182749e-18
FBLN1	9.46879823942404e-23	0.256082371273489	0.616	0.526	2.03730662919448e-18
MGST1	5.40969026759118e-22	0.351526368941327	0.575	0.487	1.16394895797492e-17
BEX2	5.58564179151832e-22	-0.381159289700328	0.228	0.333	1.20180668786308e-17
FAM92A	6.28104113319359e-22	-0.267093571423888	0.371	0.467	1.35142881021793e-17
CCK	8.68777067883553e-22	-0.578585950824269	0.571	0.634	1.86926073925825e-17
ZFHX4	9.05346508635798e-22	-0.305793634663211	0.442	0.546	1.94794354798078e-17
ZSWIM6	9.58848935226891e-22	-0.255887484446869	0.41	0.516	2.06305936903418e-17
DIAPH3	9.72772147365792e-22	0.253328216219696	0.572	0.463	2.09301655227224e-17
ANLN	7.20982703687512e-21	0.270433574455264	0.52	0.414	1.55126638525405e-16
HLTF	1.32652293658504e-20	-0.272052338760563	0.497	0.577	2.85414675035637e-16
ATF4	9.37733170281108e-20	-0.368280576321854	0.729	0.764	2.01762668917683e-15
CEP55	1.62741175977227e-19	0.306399198277746	0.5	0.411	3.50153914232601e-15
HMGCS1	2.07569597190234e-19	0.26658006178058	0.429	0.331	4.46606745314507e-15
CENPV	6.92507337691157e-19	-0.279546334401956	0.601	0.661	1.48999878777629e-14
GARS	9.55573448805673e-19	-0.317490996806248	0.759	0.799	2.05601183245029e-14
CCND2	9.63811997078823e-19	-0.251274411405014	0.218	0.319	2.0737378929148e-14
YPEL5	1.281289965969e-18	-0.319770256050249	0.664	0.719	2.7568234907789e-14
PYCR1	3.83622450560655e-18	-0.284773810267061	0.395	0.478	8.25402064626306e-14
SHMT2	7.98965934281714e-18	-0.260081217248975	0.554	0.616	1.71905510420053e-13
TWIST1	3.2571688969387e-17	-0.415766587940011	0.43	0.49	7.00812459865331e-13
MALAT1	9.08022393065076e-17	0.272841622838492	1	1	1.95370098091882e-12
RHOBTB3	3.62851155670898e-16	0.254641955704337	0.828	0.793	7.80710546541504e-12
TFPI2	8.75508261694259e-15	0.356763166825289	0.148	0.091	1.88374357586137e-10
LAPTM4B	1.5719980739941e-14	-0.257173732074342	0.712	0.747	3.3823110560057e-10
CHORDC1	8.38715150269043e-14	-0.250984308036788	0.564	0.617	1.80457951731887e-09
GRP	6.60813633467711e-12	-0.377621954297706	0.506	0.564	1.42180661376913e-07
VGF	2.44707747305216e-11	0.279620428087651	0.163	0.109	5.26513189101903e-07
ATF5	1.56018262972143e-10	-0.72311817607725	0.491	0.521	3.35688894610862e-06
CRYGS	3.06502646006749e-10	-0.357802072022821	0.093	0.148	6.59471093148122e-06
HIST2H2AC	1.05966526430497e-08	-0.250764148304501	0.321	0.38	0.000227997578267857
PRAC1	3.84798628768198e-08	-0.563998852264576	0.593	0.619	0.000827932729657654
MMP1	2.35068537863146e-07	0.913966841007154	0.232	0.197	0.00505773466066344
UBE2C	2.6766596237695e-06	0.275091465551418	0.605	0.574	0.0575910084650245
EIF3E	1.49981583863409e-05	-0.333773604363499	0.975	0.98	0.322700375840511
WARS	2.08036072135138e-05	-0.390500869220907	0.442	0.452	0.447610412805963
CSRP1	4.64621769068618e-05	0.265082936613411	0.9	0.813	0.999680198328038
SERPINE2	0.0292196793397302	0.3664752888877	0.45	0.559	1
